scaf	base	count
NC_042289.1	13090000	1
NC_042289.1	13100000	1
NC_042289.1	13130000	3
NC_042289.1	13140000	2
NC_042289.1	13150000	3
NC_042289.1	13160000	3
NC_042289.1	13200000	2
NC_042289.1	13210000	4
NC_042289.1	13230000	2
NC_042289.1	13240000	2
NC_042289.1	13270000	1
NC_042289.1	13300000	2
NC_042289.1	13350000	2
NC_042289.1	13360000	1
NC_042289.1	13370000	3
NC_042289.1	13400000	1
NC_042289.1	13460000	1
NC_042289.1	13490000	3
NC_042289.1	13520000	1
NC_042289.1	13550000	1
NC_042289.1	13570000	1
NC_042289.1	13580000	1
NC_042289.1	13590000	2
NC_042289.1	13610000	1
NC_042289.1	13620000	3
NC_042289.1	13630000	2
NC_042289.1	13670000	1
NC_042289.1	13690000	6
NC_042289.1	13720000	3
NC_042289.1	13730000	1
NC_042289.1	13760000	1
NC_042289.1	13810000	1
NC_042289.1	13820000	2
NC_042289.1	13940000	1
NC_042289.1	13950000	1
NC_042290.1	170000	1
NC_042290.1	460000	1
NC_042290.1	480000	1
NC_042290.1	510000	1
NC_042290.1	590000	1
NC_042290.1	700000	1
NC_042290.1	730000	1
NC_042290.1	760000	1
NC_042290.1	990000	1
NC_042290.1	1070000	1
NC_042290.1	1170000	1
NC_042290.1	1180000	1
NC_042290.1	1390000	1
NC_042290.1	1420000	4
NC_042290.1	1430000	4
NC_042290.1	1440000	5
NC_042290.1	1450000	3
NC_042290.1	1460000	1
NC_042290.1	1470000	1
NC_042290.1	1480000	2
NC_042290.1	1490000	2
NC_042290.1	1500000	8
NC_042290.1	1510000	6
NC_042290.1	1520000	2
NC_042290.1	1530000	3
NC_042290.1	1540000	2
NC_042290.1	1550000	3
NC_042290.1	1560000	4
NC_042290.1	1570000	6
NC_042290.1	1580000	1
NC_042290.1	1600000	8
NC_042290.1	1610000	1
NC_042290.1	1620000	1
NC_042290.1	1630000	3
NC_042290.1	1640000	3
NC_042290.1	1650000	1
NC_042290.1	1660000	1
NC_042290.1	1670000	10
NC_042290.1	1680000	5
NC_042290.1	1690000	8
NC_042290.1	1700000	3
NC_042290.1	1710000	4
NC_042290.1	1720000	4
NC_042290.1	1730000	5
NC_042290.1	1740000	3
NC_042290.1	1750000	7
NC_042290.1	1760000	3
NC_042290.1	1770000	1
NC_042290.1	1780000	1
NC_042290.1	1790000	1
NC_042290.1	1830000	3
NC_042290.1	1840000	1
NC_042290.1	1860000	4
NC_042290.1	1870000	1
NC_042290.1	1880000	6
NC_042290.1	1890000	2
NC_042290.1	1900000	3
NC_042290.1	1910000	3
NC_042290.1	1920000	7
NC_042290.1	1930000	3
NC_042290.1	1940000	5
NC_042290.1	1950000	1
NC_042290.1	1960000	2
NC_042290.1	1970000	7
NC_042290.1	1980000	9
NC_042290.1	1990000	2
NC_042290.1	2000000	4
NC_042290.1	2010000	3
NC_042290.1	2020000	3
NC_042290.1	2030000	7
NC_042290.1	2040000	5
NC_042290.1	2050000	4
NC_042290.1	2060000	7
NC_042290.1	2070000	7
NC_042290.1	2080000	1
NC_042290.1	2090000	2
NC_042290.1	2100000	1
NC_042290.1	2110000	2
NC_042290.1	2120000	1
NC_042290.1	2130000	1
NC_042290.1	2140000	2
NC_042290.1	2150000	3
NC_042290.1	2210000	2
NC_042290.1	2220000	3
NC_042290.1	2240000	1
NC_042290.1	2270000	2
NC_042290.1	2280000	1
NC_042290.1	2290000	1
NC_042290.1	2300000	1
NC_042290.1	2310000	1
NC_042290.1	2340000	2
NC_042290.1	2380000	3
NC_042290.1	2390000	7
NC_042290.1	2400000	5
NC_042290.1	2410000	2
NC_042290.1	2420000	3
NC_042290.1	2440000	2
NC_042290.1	2460000	1
NC_042290.1	2470000	2
NC_042290.1	2480000	4
NC_042290.1	2490000	3
NC_042290.1	2500000	2
NC_042290.1	2520000	2
NC_042290.1	2630000	1
NC_042290.1	2640000	1
NC_042290.1	2650000	2
NC_042290.1	2660000	3
NC_042290.1	2680000	1
NC_042290.1	2690000	6
NC_042290.1	2710000	4
NC_042290.1	2720000	3
NC_042290.1	2730000	3
NC_042290.1	2740000	1
NC_042290.1	2760000	2
NC_042290.1	2770000	2
NC_042290.1	2780000	6
NC_042290.1	2790000	6
NC_042290.1	2800000	5
NC_042290.1	2810000	2
NC_042290.1	2820000	1
NC_042290.1	2830000	1
NC_042290.1	2850000	2
NC_042290.1	2860000	2
NC_042290.1	2870000	5
NC_042290.1	2880000	1
NC_042290.1	2890000	7
NC_042290.1	2900000	2
NC_042290.1	2910000	3
NC_042290.1	2920000	1
NC_042290.1	2950000	8
NC_042290.1	2960000	2
NC_042290.1	2970000	1
NC_042290.1	3000000	2
NC_042290.1	3010000	3
NC_042290.1	3020000	4
NC_042290.1	3030000	6
NC_042290.1	3040000	7
NC_042290.1	3050000	4
NC_042290.1	3060000	2
NC_042290.1	3070000	4
NC_042290.1	3080000	10
NC_042290.1	3090000	4
NC_042290.1	3100000	4
NC_042290.1	3110000	1
NC_042290.1	3140000	1
NC_042290.1	3150000	5
NC_042290.1	3200000	4
NC_042290.1	3210000	3
NC_042290.1	3220000	1
NC_042290.1	3230000	1
NC_042290.1	3240000	1
NC_042290.1	3260000	2
NC_042290.1	3280000	3
NC_042290.1	3290000	3
NC_042290.1	3300000	2
NC_042290.1	3320000	1
NC_042290.1	3330000	1
NC_042290.1	3340000	2
NC_042290.1	3360000	1
NC_042290.1	3370000	1
NC_042290.1	3380000	3
NC_042290.1	3390000	2
NC_042290.1	3400000	6
NC_042290.1	3410000	4
NC_042290.1	3440000	2
NC_042290.1	3490000	3
NC_042290.1	3500000	6
NC_042290.1	3510000	1
NC_042290.1	3520000	1
NC_042290.1	3580000	1
NC_042290.1	3590000	1
NC_042290.1	3610000	1
NC_042290.1	3630000	1
NC_042290.1	3640000	4
NC_042290.1	3700000	1
NC_042290.1	3740000	6
NC_042290.1	3750000	2
NC_042290.1	3760000	2
NC_042290.1	3770000	2
NC_042290.1	3850000	1
NC_042290.1	3880000	1
NC_042290.1	3900000	1
NC_042290.1	3910000	1
NC_042290.1	3920000	1
NC_042290.1	3930000	5
NC_042290.1	3940000	1
NC_042290.1	3980000	1
NC_042290.1	4250000	2
NC_042290.1	4260000	1
NC_042290.1	4270000	5
NC_042290.1	4280000	2
NC_042290.1	4300000	2
NC_042290.1	4320000	1
NC_042290.1	4330000	2
NC_042290.1	4340000	15
NC_042290.1	4350000	4
NC_042290.1	4370000	2
NC_042290.1	4410000	1
NC_042290.1	4430000	7
NC_042290.1	4450000	1
NC_042290.1	4460000	1
NC_042290.1	4470000	1
NC_042290.1	4480000	1
NC_042290.1	4490000	12
NC_042290.1	4520000	3
NC_042290.1	4530000	2
NC_042290.1	4560000	2
NC_042290.1	4570000	2
NC_042290.1	4580000	1
NC_042290.1	4590000	3
NC_042290.1	4600000	2
NC_042290.1	4610000	3
NC_042290.1	4630000	1
NC_042290.1	4640000	2
NC_042290.1	4660000	2
NC_042290.1	4700000	1
NC_042290.1	4710000	4
NC_042290.1	4720000	2
NC_042290.1	4730000	1
NC_042290.1	4750000	1
NC_042290.1	4760000	2
NC_042290.1	4770000	5
NC_042290.1	4780000	4
NC_042290.1	4790000	2
NC_042290.1	4800000	4
NC_042290.1	4820000	2
NC_042290.1	4830000	3
NC_042290.1	4860000	4
NC_042290.1	4870000	8
NC_042290.1	4880000	1
NC_042290.1	4900000	1
NC_042290.1	4910000	1
NC_042290.1	4940000	5
NC_042290.1	4970000	6
NC_042290.1	4980000	1
NC_042290.1	5000000	1
NC_042290.1	5010000	3
NC_042290.1	5020000	1
NC_042290.1	5030000	2
NC_042290.1	5040000	1
NC_042290.1	5050000	1
NC_042290.1	5060000	8
NC_042290.1	5080000	1
NC_042290.1	5090000	1
NC_042290.1	5100000	1
NC_042290.1	5110000	1
NC_042290.1	5130000	2
NC_042290.1	5140000	5
NC_042290.1	5150000	2
NC_042290.1	5160000	1
NC_042290.1	5170000	1
NC_042290.1	5180000	3
NC_042290.1	5190000	3
NC_042290.1	5200000	2
NC_042290.1	5210000	1
NC_042290.1	5240000	2
NC_042290.1	5250000	2
NC_042290.1	5260000	2
NC_042290.1	5270000	1
NC_042290.1	5280000	2
NC_042290.1	5290000	1
NC_042290.1	5300000	2
NC_042290.1	5310000	1
NC_042290.1	5330000	3
NC_042290.1	5350000	2
NC_042290.1	5370000	1
NC_042290.1	5380000	3
NC_042290.1	5390000	1
NC_042290.1	5400000	1
NC_042290.1	5410000	3
NC_042290.1	5420000	2
NC_042290.1	5430000	1
NC_042290.1	5440000	1
NC_042290.1	5450000	6
NC_042290.1	5480000	2
NC_042290.1	5490000	1
NC_042290.1	5510000	2
NC_042290.1	5520000	3
NC_042290.1	5530000	4
NC_042290.1	5550000	6
NC_042290.1	5560000	1
NC_042290.1	5570000	1
NC_042290.1	5580000	2
NC_042290.1	5590000	2
NC_042290.1	5600000	2
NC_042290.1	5620000	4
NC_042290.1	5630000	1
NC_042290.1	5650000	1
NC_042290.1	5660000	2
NC_042290.1	5670000	2
NC_042290.1	5680000	6
NC_042290.1	5690000	2
NC_042290.1	5710000	1
NC_042290.1	5740000	1
NC_042290.1	5750000	3
NC_042290.1	5770000	4
NC_042290.1	5790000	1
NC_042290.1	5810000	1
NC_042290.1	5820000	3
NC_042290.1	5850000	3
NC_042290.1	5860000	1
NC_042290.1	5870000	1
NC_042290.1	5890000	1
NC_042290.1	5900000	7
NC_042290.1	5910000	3
NC_042290.1	5920000	4
NC_042290.1	5940000	6
NC_042290.1	5950000	2
NC_042290.1	5960000	2
NC_042290.1	5970000	1
NC_042290.1	5980000	1
NC_042290.1	5990000	5
NC_042290.1	6000000	1
NC_042290.1	6010000	1
NC_042290.1	6020000	5
NC_042290.1	6030000	1
NC_042290.1	6040000	2
NC_042290.1	6050000	1
NC_042290.1	6060000	3
NC_042290.1	6070000	2
NC_042290.1	6080000	3
NC_042290.1	6090000	8
NC_042290.1	6100000	1
NC_042290.1	6120000	1
NC_042290.1	6130000	4
NC_042290.1	6140000	3
NC_042290.1	6160000	5
NC_042290.1	6170000	7
NC_042290.1	6180000	3
NC_042290.1	6190000	4
NC_042290.1	6200000	2
NC_042290.1	6210000	2
NC_042290.1	6220000	1
NC_042290.1	6230000	6
NC_042290.1	6240000	1
NC_042290.1	6290000	1
NC_042290.1	6300000	1
NC_042290.1	6310000	2
NC_042290.1	6330000	1
NC_042290.1	6340000	1
NC_042290.1	6350000	2
NC_042290.1	6360000	1
NC_042290.1	6380000	7
NC_042290.1	6390000	2
NC_042290.1	6400000	2
NC_042290.1	6420000	1
NC_042290.1	6440000	5
NC_042290.1	6460000	4
NC_042290.1	6470000	8
NC_042290.1	6480000	3
NC_042290.1	6490000	2
NC_042290.1	6540000	2
NC_042290.1	6570000	1
NC_042290.1	6580000	1
NC_042290.1	6600000	2
NC_042290.1	6610000	1
NC_042290.1	6630000	2
NC_042290.1	6640000	1
NC_042290.1	6650000	5
NC_042290.1	6670000	8
NC_042290.1	6680000	3
NC_042290.1	6690000	3
NC_042290.1	6700000	7
NC_042290.1	6710000	1
NC_042290.1	6730000	1
NC_042290.1	6740000	1
NC_042290.1	6750000	1
NC_042290.1	6760000	1
NC_042290.1	6770000	1
NC_042290.1	6780000	8
NC_042290.1	6790000	4
NC_042290.1	6800000	3
NC_042290.1	6810000	3
NC_042290.1	6820000	2
NC_042290.1	6830000	2
NC_042290.1	6840000	2
NC_042290.1	6850000	4
NC_042290.1	6860000	5
NC_042290.1	6870000	5
NC_042290.1	6880000	7
NC_042290.1	6890000	2
NC_042290.1	6910000	2
NC_042290.1	6920000	7
NC_042290.1	6930000	3
NC_042290.1	6980000	2
NC_042290.1	6990000	1
NC_042290.1	7000000	2
NC_042290.1	7010000	1
NC_042290.1	7020000	1
NC_042290.1	7030000	3
NC_042290.1	7040000	1
NC_042290.1	7060000	6
NC_042290.1	7070000	5
NC_042290.1	7080000	1
NC_042290.1	7100000	2
NC_042290.1	7110000	1
NC_042290.1	7140000	3
NC_042290.1	7150000	1
NC_042290.1	7160000	1
NC_042290.1	7170000	1
NC_042290.1	7180000	2
NC_042290.1	7190000	12
NC_042290.1	7200000	4
NC_042290.1	7210000	4
NC_042290.1	7270000	1
NC_042290.1	7280000	2
NC_042290.1	7290000	1
NC_042290.1	7310000	2
NC_042290.1	7320000	1
NC_042290.1	7330000	7
NC_042290.1	7340000	2
NC_042290.1	7350000	2
NC_042290.1	7360000	1
NC_042290.1	7390000	1
NC_042290.1	7410000	3
NC_042290.1	7440000	1
NC_042290.1	7500000	1
NC_042290.1	7530000	4
NC_042290.1	7540000	4
NC_042290.1	7570000	3
NC_042290.1	7610000	1
NC_042290.1	7630000	2
NC_042290.1	7640000	4
NC_042290.1	7650000	8
NC_042290.1	7660000	1
NC_042290.1	7670000	1
NC_042290.1	7680000	3
NC_042290.1	7690000	2
NC_042290.1	7710000	1
NC_042290.1	7740000	1
NC_042290.1	7760000	1
NC_042290.1	7790000	1
NC_042290.1	7800000	2
NC_042290.1	7810000	1
NC_042290.1	7830000	2
NC_042290.1	7840000	1
NC_042290.1	7850000	3
NC_042290.1	7900000	2
NC_042290.1	7920000	3
NC_042290.1	7930000	1
NC_042290.1	7970000	1
NC_042290.1	7990000	1
NC_042290.1	8010000	1
NC_042290.1	8040000	2
NC_042290.1	8060000	3
NC_042290.1	8080000	1
NC_042290.1	8110000	3
NC_042290.1	8130000	6
NC_042290.1	8140000	5
NC_042290.1	8160000	3
NC_042290.1	8170000	1
NC_042290.1	8180000	2
NC_042290.1	8190000	3
NC_042290.1	8200000	3
NC_042290.1	8230000	1
NC_042290.1	8240000	2
NC_042290.1	8250000	3
NC_042290.1	8270000	1
NC_042290.1	8290000	2
NC_042290.1	8300000	2
NC_042290.1	8330000	2
NC_042290.1	8340000	2
NC_042290.1	8360000	1
NC_042290.1	8420000	2
NC_042290.1	8430000	1
NC_042290.1	8470000	2
NC_042290.1	8480000	3
NC_042290.1	8490000	3
NC_042290.1	8500000	3
NC_042290.1	8510000	1
NC_042290.1	8520000	2
NC_042290.1	8530000	2
NC_042290.1	8540000	3
NC_042290.1	8550000	1
NC_042290.1	8570000	1
NC_042290.1	8580000	1
NC_042290.1	8590000	3
NC_042290.1	8610000	5
NC_042290.1	8620000	1
NC_042290.1	8630000	5
NC_042290.1	8640000	3
NC_042290.1	8650000	3
NC_042290.1	8660000	3
NC_042290.1	8670000	1
NC_042290.1	8680000	1
NC_042290.1	8690000	1
NC_042290.1	8710000	2
NC_042290.1	8720000	3
NC_042290.1	8730000	4
NC_042290.1	8740000	2
NC_042290.1	8750000	1
NC_042290.1	8760000	1
NC_042290.1	8770000	2
NC_042290.1	8780000	7
NC_042290.1	8790000	4
NC_042290.1	8800000	1
NC_042290.1	8810000	2
NC_042290.1	8830000	1
NC_042290.1	8840000	4
NC_042290.1	8850000	3
NC_042290.1	8860000	2
NC_042290.1	8880000	2
NC_042290.1	8920000	2
NC_042290.1	8960000	3
NC_042290.1	8970000	1
NC_042290.1	8980000	1
NC_042290.1	8990000	1
NC_042290.1	9030000	1
NC_042290.1	9060000	2
NC_042290.1	9070000	1
NC_042290.1	9080000	3
NC_042290.1	9110000	4
NC_042290.1	9160000	2
NC_042290.1	9170000	1
NC_042290.1	9180000	1
NC_042290.1	9190000	1
NC_042290.1	9200000	3
NC_042290.1	9210000	1
NC_042290.1	9220000	1
NC_042290.1	9230000	1
NC_042290.1	9240000	1
NC_042290.1	9270000	2
NC_042290.1	9280000	3
NC_042290.1	9290000	1
NC_042290.1	9300000	5
NC_042290.1	9310000	3
NC_042290.1	9320000	1
NC_042290.1	9330000	1
NC_042290.1	9340000	1
NC_042290.1	9360000	2
NC_042290.1	9370000	6
NC_042290.1	9380000	5
NC_042290.1	9390000	4
NC_042290.1	9400000	1
NC_042290.1	9410000	6
NC_042290.1	9430000	1
NC_042290.1	9440000	10
NC_042290.1	9450000	1
NC_042290.1	9540000	1
NC_042290.1	9550000	1
NC_042290.1	9620000	2
NC_042290.1	9640000	1
NC_042290.1	9650000	1
NC_042290.1	9680000	1
NC_042290.1	9720000	3
NC_042290.1	9750000	1
NC_042290.1	9760000	1
NC_042290.1	9810000	1
NC_042290.1	9820000	2
NC_042290.1	9840000	6
NC_042290.1	9850000	3
NC_042290.1	9870000	3
NC_042290.1	9890000	1
NC_042290.1	9910000	3
NC_042290.1	9920000	2
NC_042290.1	9930000	1
NC_042290.1	9940000	1
NC_042290.1	9960000	2
NC_042290.1	9970000	3
NC_042290.1	9980000	1
NC_042290.1	9990000	1
NC_042290.1	10000000	3
NC_042290.1	10010000	3
NC_042290.1	10030000	1
NC_042290.1	10050000	1
NC_042290.1	10070000	1
NC_042290.1	10100000	1
NC_042290.1	10120000	2
NC_042290.1	10130000	2
NC_042290.1	10150000	2
NC_042290.1	10170000	1
NC_042290.1	10200000	2
NC_042290.1	10210000	2
NC_042290.1	10230000	2
NC_042290.1	10240000	1
NC_042290.1	10250000	5
NC_042290.1	10260000	2
NC_042290.1	10270000	1
NC_042290.1	10280000	1
NC_042290.1	10290000	1
NC_042290.1	10320000	1
NC_042290.1	10600000	1
NC_042290.1	10620000	1
NC_042290.1	10640000	4
NC_042290.1	10660000	1
NC_042290.1	10670000	1
NC_042290.1	10690000	1
NC_042290.1	10730000	2
NC_042290.1	10760000	1
NC_042290.1	10770000	2
NC_042290.1	10780000	1
NC_042290.1	10790000	2
NC_042290.1	10800000	1
NC_042290.1	10810000	2
NC_042290.1	10820000	5
NC_042290.1	10830000	1
NC_042290.1	10840000	3
NC_042290.1	10850000	1
NC_042290.1	10880000	1
NC_042290.1	10890000	3
NC_042290.1	10940000	5
NC_042290.1	10950000	4
NC_042290.1	10960000	1
NC_042290.1	10970000	1
NC_042290.1	11000000	2
NC_042290.1	11010000	3
NC_042290.1	11050000	1
NC_042290.1	11070000	2
NC_042290.1	11080000	1
NC_042290.1	11120000	1
NC_042290.1	11130000	2
NC_042290.1	11150000	1
NC_042290.1	11180000	1
NC_042290.1	11190000	1
NC_042290.1	11250000	1
NC_042290.1	11260000	1
NC_042290.1	11270000	1
NC_042290.1	11290000	1
NC_042290.1	11340000	2
NC_042290.1	11350000	3
NC_042290.1	11360000	3
NC_042290.1	11370000	1
NC_042290.1	11380000	2
NC_042290.1	11410000	2
NC_042290.1	11420000	3
NC_042290.1	11440000	1
NC_042290.1	11450000	2
NC_042290.1	11460000	1
NC_042290.1	11470000	6
NC_042290.1	11480000	2
NC_042290.1	11490000	1
NC_042290.1	11520000	2
NC_042290.1	11540000	1
NC_042290.1	11560000	1
NC_042290.1	11650000	1
NC_042290.1	11660000	1
NC_042290.1	11750000	1
NC_042290.1	11840000	1
NC_042290.1	11920000	6
NC_042290.1	11940000	1
NC_042290.1	12090000	1
NC_042290.1	12110000	1
NC_042291.1	70000	2
NC_042291.1	130000	1
NC_042291.1	140000	2
NC_042291.1	190000	1
NC_042291.1	350000	1
NC_042291.1	380000	1
NC_042291.1	530000	2
NC_042291.1	910000	6
NC_042291.1	920000	1
NC_042291.1	940000	1
NC_042291.1	970000	1
NC_042291.1	980000	4
NC_042291.1	990000	3
NC_042291.1	1000000	3
NC_042291.1	1020000	1
NC_042291.1	1050000	2
NC_042291.1	1060000	2
NC_042291.1	1070000	1
NC_042291.1	1080000	1
NC_042291.1	1120000	1
NC_042291.1	1130000	2
NC_042291.1	1160000	1
NC_042291.1	1170000	1
NC_042291.1	1180000	1
NC_042291.1	1230000	4
NC_042291.1	1240000	2
NC_042291.1	1260000	2
NC_042291.1	1290000	1
NC_042291.1	1310000	2
NC_042291.1	1360000	2
NC_042291.1	1370000	6
NC_042291.1	1380000	3
NC_042291.1	1390000	1
NC_042291.1	1400000	2
NC_042291.1	1410000	2
NC_042291.1	1440000	7
NC_042291.1	1450000	1
NC_042291.1	1460000	1
NC_042291.1	1510000	4
NC_042291.1	1530000	1
NC_042291.1	1540000	2
NC_042291.1	1570000	1
NC_042291.1	1610000	1
NC_042291.1	1620000	1
NC_042291.1	1630000	1
NC_042291.1	1650000	2
NC_042291.1	1690000	1
NC_042291.1	1740000	2
NC_042291.1	1750000	2
NC_042291.1	1770000	2
NC_042291.1	1780000	2
NC_042291.1	1790000	2
NC_042291.1	1800000	2
NC_042291.1	1840000	6
NC_042291.1	1860000	1
NC_042291.1	1900000	1
NC_042291.1	1920000	1
NC_042291.1	1930000	1
NC_042291.1	1940000	4
NC_042291.1	1960000	2
NC_042291.1	1970000	6
NC_042291.1	1980000	3
NC_042291.1	2020000	1
NC_042291.1	2030000	3
NC_042291.1	2050000	6
NC_042291.1	2060000	1
NC_042291.1	2080000	1
NC_042291.1	2090000	3
NC_042291.1	2100000	2
NC_042291.1	2110000	1
NC_042291.1	2120000	1
NC_042291.1	2130000	2
NC_042291.1	2140000	1
NC_042291.1	2150000	1
NC_042291.1	2160000	2
NC_042291.1	2220000	1
NC_042291.1	2230000	3
NC_042291.1	2250000	2
NC_042291.1	2260000	2
NC_042291.1	2290000	2
NC_042291.1	2330000	1
NC_042291.1	2340000	2
NC_042291.1	2350000	2
NC_042291.1	2360000	1
NC_042291.1	2370000	1
NC_042291.1	2400000	1
NC_042291.1	2410000	2
NC_042291.1	2420000	2
NC_042291.1	2430000	1
NC_042291.1	2440000	1
NC_042291.1	2460000	3
NC_042291.1	2480000	1
NC_042291.1	2490000	1
NC_042291.1	2520000	2
NC_042291.1	2530000	1
NC_042291.1	2550000	1
NC_042291.1	2560000	3
NC_042291.1	2570000	1
NC_042291.1	2590000	3
NC_042291.1	2620000	1
NC_042291.1	2630000	2
NC_042291.1	2670000	1
NC_042291.1	2680000	1
NC_042291.1	2690000	2
NC_042291.1	2700000	2
NC_042291.1	2720000	1
NC_042291.1	2730000	2
NC_042291.1	2750000	2
NC_042291.1	2760000	3
NC_042291.1	2780000	2
NC_042291.1	2790000	1
NC_042291.1	2810000	2
NC_042291.1	2820000	3
NC_042291.1	2830000	1
NC_042291.1	2850000	1
NC_042291.1	2860000	3
NC_042291.1	2870000	1
NC_042291.1	2880000	1
NC_042291.1	2910000	1
NC_042291.1	2930000	2
NC_042291.1	2940000	3
NC_042291.1	2950000	11
NC_042291.1	2960000	2
NC_042291.1	2970000	2
NC_042291.1	2980000	2
NC_042291.1	2990000	1
NC_042291.1	3010000	1
NC_042291.1	3020000	2
NC_042291.1	3040000	2
NC_042291.1	3060000	4
NC_042291.1	3070000	4
NC_042291.1	3080000	1
NC_042291.1	3090000	2
NC_042291.1	3100000	2
NC_042291.1	3110000	2
NC_042291.1	3120000	2
NC_042291.1	3130000	3
NC_042291.1	3140000	1
NC_042291.1	3150000	1
NC_042291.1	3160000	2
NC_042291.1	3200000	1
NC_042291.1	3210000	4
NC_042291.1	3220000	5
NC_042291.1	3230000	4
NC_042291.1	3240000	4
NC_042291.1	3250000	2
NC_042291.1	3260000	4
NC_042291.1	3270000	7
NC_042291.1	3280000	2
NC_042291.1	3290000	2
NC_042291.1	3300000	2
NC_042291.1	3310000	1
NC_042291.1	3320000	1
NC_042291.1	3330000	1
NC_042291.1	3350000	5
NC_042291.1	3360000	3
NC_042291.1	3370000	2
NC_042291.1	3380000	5
NC_042291.1	3780000	1
NC_042291.1	3800000	1
NC_042291.1	3810000	2
NC_042291.1	3830000	1
NC_042291.1	3840000	1
NC_042291.1	3850000	1
NC_042291.1	3930000	2
NC_042291.1	3950000	2
NC_042291.1	3980000	4
NC_042291.1	3990000	3
NC_042291.1	4000000	6
NC_042291.1	4010000	4
NC_042291.1	4020000	7
NC_042291.1	4030000	2
NC_042291.1	4040000	2
NC_042291.1	4170000	1
NC_042291.1	4180000	2
NC_042291.1	4190000	1
NC_042291.1	4200000	2
NC_042291.1	4210000	1
NC_042291.1	4240000	2
NC_042291.1	4250000	1
NC_042291.1	4270000	1
NC_042291.1	4300000	1
NC_042291.1	4330000	2
NC_042291.1	4350000	1
NC_042291.1	4380000	2
NC_042291.1	4390000	1
NC_042291.1	4400000	4
NC_042291.1	4410000	3
NC_042291.1	4420000	1
NC_042291.1	4430000	7
NC_042291.1	4440000	6
NC_042291.1	4450000	6
NC_042291.1	4460000	3
NC_042291.1	4470000	3
NC_042291.1	4480000	2
NC_042291.1	4490000	2
NC_042291.1	4500000	1
NC_042291.1	4510000	2
NC_042291.1	4520000	1
NC_042291.1	4540000	2
NC_042291.1	4550000	1
NC_042291.1	4560000	2
NC_042291.1	4570000	1
NC_042291.1	4580000	9
NC_042291.1	4610000	1
NC_042291.1	4620000	4
NC_042291.1	4630000	4
NC_042291.1	4640000	1
NC_042291.1	4650000	3
NC_042291.1	4680000	2
NC_042291.1	4690000	4
NC_042291.1	4870000	4
NC_042291.1	4880000	2
NC_042291.1	4890000	4
NC_042291.1	4900000	12
NC_042291.1	4910000	1
NC_042291.1	4920000	3
NC_042291.1	4930000	1
NC_042291.1	4940000	2
NC_042291.1	4950000	2
NC_042291.1	4960000	1
NC_042291.1	4970000	2
NC_042291.1	4980000	1
NC_042291.1	4990000	2
NC_042291.1	5000000	2
NC_042291.1	5010000	5
NC_042291.1	5030000	3
NC_042291.1	5040000	5
NC_042291.1	5050000	4
NC_042291.1	5070000	2
NC_042291.1	5100000	1
NC_042291.1	5110000	1
NC_042291.1	5130000	1
NC_042291.1	5140000	1
NC_042291.1	5150000	3
NC_042291.1	5160000	3
NC_042291.1	5200000	1
NC_042291.1	5210000	1
NC_042291.1	5220000	5
NC_042291.1	5240000	4
NC_042291.1	5260000	1
NC_042291.1	5270000	1
NC_042291.1	5280000	2
NC_042291.1	5290000	1
NC_042291.1	5310000	2
NC_042291.1	5340000	1
NC_042291.1	5350000	3
NC_042291.1	5410000	1
NC_042291.1	5430000	2
NC_042291.1	5440000	2
NC_042291.1	5450000	1
NC_042291.1	5510000	1
NC_042291.1	5520000	1
NC_042291.1	5530000	1
NC_042291.1	5540000	2
NC_042291.1	5560000	2
NC_042291.1	5580000	2
NC_042291.1	5590000	3
NC_042291.1	5600000	1
NC_042291.1	5620000	1
NC_042291.1	5630000	3
NC_042291.1	5640000	2
NC_042291.1	5670000	6
NC_042291.1	5690000	1
NC_042291.1	5710000	2
NC_042291.1	5720000	3
NC_042291.1	5730000	2
NC_042291.1	5740000	1
NC_042291.1	5770000	2
NC_042291.1	5780000	2
NC_042291.1	5790000	4
NC_042291.1	5800000	4
NC_042291.1	5810000	1
NC_042291.1	5830000	7
NC_042291.1	5840000	2
NC_042291.1	5850000	3
NC_042291.1	5860000	2
NC_042291.1	5890000	2
NC_042291.1	5900000	7
NC_042291.1	5910000	4
NC_042291.1	5930000	1
NC_042291.1	5950000	1
NC_042291.1	5960000	5
NC_042291.1	5970000	3
NC_042291.1	5980000	1
NC_042291.1	6060000	2
NC_042291.1	6170000	1
NC_042291.1	6180000	1
NC_042291.1	6300000	2
NC_042291.1	6320000	1
NC_042291.1	6340000	1
NC_042291.1	6400000	1
NC_042291.1	6410000	5
NC_042291.1	6450000	2
NC_042291.1	6490000	1
NC_042291.1	6540000	1
NC_042291.1	6570000	1
NC_042291.1	6580000	1
NC_042291.1	6590000	4
NC_042291.1	6600000	3
NC_042291.1	6610000	1
NC_042291.1	6680000	1
NC_042291.1	6720000	3
NC_042291.1	6750000	1
NC_042291.1	6780000	3
NC_042291.1	6810000	1
NC_042291.1	6820000	3
NC_042291.1	6830000	1
NC_042291.1	6850000	1
NC_042291.1	6860000	6
NC_042291.1	7070000	1
NC_042291.1	7110000	2
NC_042291.1	7120000	1
NC_042291.1	7140000	1
NC_042291.1	7150000	2
NC_042291.1	7160000	2
NC_042291.1	7170000	1
NC_042291.1	7190000	1
NC_042291.1	7210000	4
NC_042291.1	7220000	1
NC_042291.1	7240000	1
NC_042291.1	7280000	1
NC_042291.1	7300000	2
NC_042291.1	7390000	1
